mountain,14,20,0,21.7978313054222,0
mountain,14,20,1,21.7978313054222,1
mountain,14,20,1,21.7978313054222,0
mountain,14,20,0,21.7978313054222,1
mountain,14,20,0,21.7978313054222,1
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,1,21.7978313054222,1
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,1,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,1,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,1
mountain,14,20,1,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
mountain,14,20,0,21.7978313054222,0
