mountain,22,20,20.0004316766815,99.9978416631776,6,20.7784491653545,21.4898248251261,96.6897093598462,11
mountain,22,20,20.8072937808396,96.1201404212259,5,20.7784491653545,20.7784491653545,100,73
mountain,22,20,20.1043788397852,99.4808153954071,7,20.7784491653545,21.5443842628373,96.4448503696434,11
mountain,22,20,20.1078961527236,99.4634140145536,8,20.7784491653545,21.2372576933254,97.8396055903437,6
mountain,22,20,21.9741791703417,91.0159139277147,14,20.7784491653545,21.6652610610129,95.9067564745191,9
mountain,22,20,20,100,9,20.7784491653545,21.9830295766824,94.520407630231,5
mountain,22,20,20,100,3,20.7784491653545,20.7784491653545,100,10
mountain,22,20,20,100,5,20.7784491653545,21.7874280557573,95.3689857847347,12
mountain,22,20,20.2407725995741,98.8104574645575,8,20.7784491653545,20.7784491653545,100,69
mountain,22,20,20.3340468506115,98.3572042837038,10,20.7784491653545,21.8367824756711,95.1534375016294,7
mountain,22,20,20,100,5,20.7784491653545,20.7784491653545,100,10
mountain,22,20,20.2486119208829,98.7722026484865,7,20.7784491653545,20.931728897928,99.2677158522308,10
mountain,22,20,20,100,3,20.7784491653545,20.7784491653545,100,8
mountain,22,20,20,100,6,20.7784491653545,21.3120064784729,97.4964473023348,8
mountain,22,20,20.0743654866013,99.6295500017126,5,20.7784491653545,21.8766551481414,94.9800096250994,12
mountain,22,20,20.0315983976018,99.8422572329247,5,20.7784491653545,22.0019279484698,94.4392201175241,8
mountain,22,20,21.8891493573909,91.3694711176476,10,20.7784491653545,21.8665419185941,95.023937679353,9
mountain,22,20,20.1043788397852,99.4808153954071,4,20.7784491653545,21.1198030871688,98.3837258311288,12
mountain,22,20,20,100,7,20.7784491653545,21.8766551481414,94.9800096250994,15
mountain,22,20,20.1043788397852,99.4808153954071,4,20.7784491653545,20.9563113956392,99.1512712951872,10
mountain,22,20,21.8162271499527,91.674879723845,10,20.7784491653545,21.6041545082516,96.178025191489,9
mountain,22,20,20.1048437584589,99.4785149304392,6,20.7784491653545,21.903084262254,94.8654030481101,12
mountain,22,20,20,100,6,20.7784491653545,21.9992790124313,94.4505915562643,7
mountain,22,20,20,100,5,20.7784491653545,21.4518169257114,96.8610222495893,10
mountain,22,20,20,100,6,20.7784491653545,21.8657158640279,95.0275275438744,10
mountain,22,20,20.0893158817669,99.5554060561715,4,20.7784491653545,22.1188351819129,93.9400696034186,5
mountain,22,20,20.3276789450207,98.3880159367584,8,20.7784491653545,21.6941312991285,95.779125141504,8
mountain,22,20,20.2485063876992,98.7727174392965,8,20.7784491653545,21.9927023255975,94.478836014482,9
mountain,22,20,20,100,2,20.7784491653545,21.9956272245522,94.4662725605791,11
mountain,22,20,20.1043788397852,99.4808153954071,7,20.7784491653545,21.7211217601316,95.6601109040908,7
